scenario,rep,s2_family,s2_era,s2_unique,share_family,share_era,share_unique,audit_hard_fail,cond
S4,19,0.05556284093354447,0.012934555257897247,0.33501605281493807,0.13769761843220743,0.03205483061282734,0.8302475509549652,True,7.868289373561322e+17
S4,20,0.45549784909891405,0.44757741237134296,0.33742850385448536,0.36718780049786676,0.36080294545029046,0.27200925405184273,True,7.868289373561322e+17
S4,21,0.005670666329452031,0.06928664969320124,0.3905434936119961,0.012181861367550966,0.14884324207208408,0.838974896560365,True,7.868289373561322e+17
S4,22,0.13937690224219665,0.7368626457798696,0.3342492501216418,0.1151410095293174,0.6087314867430851,0.27612750372759753,True,7.868289373561322e+17
S4,23,0.2730604913432134,0.26869478325003954,0.23958686076100016,0.3494762140523887,0.34388876663897805,0.3066350193086333,True,7.868289373561322e+17
S4,24,0.828437914142062,0.4542558149377482,0.457576549854541,0.476039799202543,0.2610260144280061,0.26293418636945093,True,7.868289373561322e+17
S5,0,0.5927358214074047,0.20811848689940157,0.7147798794803832,0.3910810578064308,0.13731445791893387,0.4716044842746353,False,
S5,1,0.08427541846719758,0.1399812100716494,0.7475934428405046,0.0867164812238837,0.1440358077794586,0.7692477109966577,False,
S5,2,0.8197410917750083,0.9773032051058136,0.499377232739915,0.356964556028349,0.42557657315955366,0.21745887081209747,False,
S5,3,2.061153622438558e-09,1.1286866790772052,0.5332406823215795,1.2402188373308187e-09,0.6791432067929921,0.3208567919667889,False,
S5,4,0.5261419498749264,0.3293010869491258,0.7606436495519981,0.32556542561139407,0.20376449464326574,0.47067007974534014,False,
S5,5,0.06553499368282982,0.3000262743336862,0.5890986306202971,0.06864747726013123,0.3142755600838608,0.617076962656008,False,
S5,6,0.39447179768026885,0.1398211403203208,0.661496835468739,0.32988390303405357,0.11692786091877976,0.5531882360471668,False,
S5,7,0.06785214583080737,0.016811743440742037,0.7738029421152036,0.07903875065411688,0.019583451364783223,0.9013777979810998,False,
S5,8,0.26052828463846467,0.37770527185662006,0.44623207950008537,0.24023655152464876,0.34828698975787764,0.4114764587174736,False,
S5,9,0.3845889839686508,0.23565775361108549,0.4415358795220953,0.3622106613672,0.22194538676317815,0.41584395186962203,False,
S5,10,0.17077291310765993,0.22953174549195782,0.37997497305890265,0.2188611699944983,0.29416600943956145,0.4869728205659404,False,
S5,11,0.12778763019154166,0.3390811331350337,0.5229231300974744,0.12910555344061045,0.34257820799282246,0.5283162385665671,False,
S5,12,0.7920947735191578,0.38470095165891155,0.5584209344124355,0.4564817708159193,0.22170196991406102,0.3218162592700197,False,
S5,13,0.2696424769334601,0.27901342454279726,0.5942457128048438,0.2359279867699447,0.24412724687443899,0.5199447663556163,False,
S5,14,0.011950651815247348,0.5159689072098443,0.3851350345172012,0.013088649791337796,0.5651019236517806,0.42180942655688164,False,
S5,15,0.746621588470032,0.363788063790174,0.6998931815540568,0.41242911104376884,0.20095425858870342,0.3866166303675277,False,
S5,16,0.5606402893315141,0.020938378046407507,0.5572975784759461,0.49227498718368334,0.01838512140597774,0.4893398914103389,False,
S5,17,0.7240409988236511,0.2790080914396773,0.5052107693865403,0.48005056568417315,0.1849867512249825,0.33496268309084426,False,
S5,18,2.061153622438558e-09,0.4533422898732879,0.7134579859160596,1.766500798436258e-09,0.3885346091178883,0.6114653891156109,False,
S5,19,0.5289916825030041,0.5418018151153806,0.44531240631860064,0.34891473025026276,0.3573640955479715,0.29372117420176563,False,
S5,20,0.17401239097073035,0.22299015844137174,0.37921439676891516,0.2241800978796846,0.28727813730231216,0.48854176481800315,False,
S5,21,0.2183816325695901,0.27359198069164437,0.6236360779360582,0.19575092820789222,0.24523987452817878,0.5590091972639288,False,
S5,22,0.8542797213029671,0.09241760439722412,0.6972619479554242,0.5196477400582649,0.05621648046774193,0.4241357794739932,False,
S5,23,0.3172983217364658,0.3224248975815339,0.5856117308638785,0.25894823426800057,0.26313205016610025,0.47791971556589924,False,
