rep,scenario,s2_family,s2_era,s2_unique,share_family,share_era,share_unique,ci_family_low,ci_family_high,ci_era_low,ci_era_high,ci_unique_low,ci_unique_high,converged,n_convergence_warnings,llf
30,A,0.31388767118734073,0.17679877821474962,0.3861968230214295,0.3579583292994307,0.20162179365802613,0.44041987704254315,0.09245487623486184,0.7067120304163621,0.03401598559563853,0.6299732210092008,0.14860463290072765,0.7185437504306668,1,0,-13.277540675029654
31,A,0.7367854917339802,0.3888684062125368,0.314784390846338,0.5115009073741271,0.26996533571627296,0.21853375690960006,0.17871811553850575,0.8170702589994324,0.0655667876026991,0.610091003926982,0.07066984259711388,0.44907842250504115,1,0,-15.071400594384201
32,A,0.6257138401246667,0.15506047487840147,0.19370503598855388,0.6421006658457621,0.1591213551324748,0.198777979021763,0.2892798274666266,0.8755516037025105,0.035001460731923034,0.4468774355386849,0.05836871128214619,0.45445165402849413,1,0,-2.6929366214959494
33,A,0.6707484385536358,0.2744182129840552,0.26024474786246654,0.5564477313616054,0.22765523299399065,0.21589703564440385,0.21082062674626548,0.8430765672547533,0.0585040885035567,0.5251219382469939,0.06881734537774131,0.444084603317933,1,0,-10.175028622149613
34,A,0.6366658083294245,0.19365155786518484,0.28095398530708815,0.5729166035541878,0.17426127075398565,0.2528221256918266,0.23011648399299509,0.8410430548340497,0.038153365163068255,0.5025959952708169,0.07292366457839664,0.5474305908859076,1,0,-9.788318278469832
35,A,0.525947904626315,0.13895867484277027,0.2715873600436714,0.5616137835338877,0.14838181965712274,0.2900043968089896,0.22001624653639587,0.8400663985476586,0.02741213140082472,0.46962587251741805,0.0998255007358838,0.5406395940237959,1,0,-7.495185857104946
36,A,0.5833070446983186,2.061153622438558e-09,0.2495628723442428,0.7003579206294771,2.474760554033034e-09,0.29964207689576244,1.9129158267516345e-14,0.8758110253679575,4.889442889216956e-14,0.9999999999999581,1.6262900055637732e-14,0.5805194820599495,1,0,-0.24578491541958059
37,A,0.41530174118138863,0.09698990792068135,0.2616819021271907,0.5365838929790134,0.12531424073424405,0.3381018662867425,0.18801954454113826,0.8239237968225348,0.015687281653642606,0.49730948407037057,0.11677354324704273,0.6250722501677952,1,0,-5.084918286123653
38,A,0.42433668273756525,0.19945317069348203,0.18470917924346913,0.5248450098126384,0.2466956206907144,0.2284593694966471,0.18607480457905576,0.8296224814347014,0.06275168099149606,0.559201411442395,0.07178779126824894,0.46695574021197744,1,0,-2.1310156021993656
39,A,0.6333180362010603,0.07328159869452243,0.21879027083742889,0.684379667724387,0.07918996980680837,0.23643036246880464,0.3324711153536187,0.8903779524194408,0.013004829337172402,0.3500442346869772,0.06931634897030485,0.5253253078737566,1,0,-2.051311000440265
40,A,0.6654511837814351,0.21433212093110468,0.2396095902449448,0.5944750826801607,0.1914717539271546,0.2140531633926847,0.2385767239575965,0.8569244943993969,0.04240199409668068,0.49935597494355666,0.06914084921827496,0.43750935305477345,1,0,-7.708212931186598
41,A,0.3573988662480692,0.32591876277474796,0.23060605997957825,0.39105985603479904,0.3566148538402682,0.25232529012493277,0.11052851380360953,0.7515031492982648,0.1017663770397943,0.6679216504917527,0.08716530451318744,0.4744628262793864,1,0,-7.626553434219806
42,A,0.5106274415130864,0.27981101016371285,0.35943233705243205,0.44407375725876247,0.2433412631283062,0.31258497961293136,0.14442054959262762,0.773198056255665,0.06089697525337879,0.5604779089783472,0.09930447152934253,0.6026446545119238,1,0,-14.891421887865947
