rep,scenario,s2_family,s2_era,s2_unique,share_family,share_era,share_unique,ci_family_low,ci_family_high,ci_era_low,ci_era_high,ci_unique_low,ci_unique_high,converged,n_convergence_warnings,llf
0,A,0.35651522401725033,0.2708373091413443,0.28992539516682475,0.3886665240796797,0.2952619928790659,0.31607148304125443,0.2440105139242897,0.5341101018934602,0.1539635066018106,0.4945869450912276,0.21501629868602007,0.4189842336964681,1,0,18.513975794493717
1,A,0.6697532703808958,0.2100929972386422,0.3234119913107265,0.5566163917098962,0.17460341176084812,0.26878019652925567,0.40216130464499045,0.6863580379474676,0.08228602663757388,0.336353989024655,0.18502956458398126,0.35924359362779623,1,0,-32.41799300084108
2,A,0.4580595341743927,0.11521873019081633,0.28674246436216677,0.5326145276198294,0.13397203851273723,0.3334134338674334,0.3877009626618056,0.6609408160850999,0.06139834659676424,0.2699110204145278,0.23546522518792118,0.4357178317943973,1,0,24.780018532963027
3,A,0.4290067785944359,0.1837876995661754,0.30828040068066953,0.4657675379597038,0.19953611132830124,0.3346963507119949,0.3194815678623071,0.6024609149714042,0.09681250606941585,0.3700127371212411,0.23604487359068085,0.43436437022912777,1,0,-6.128575463852485
4,A,0.48386227449686076,0.094235912285195,0.2920041757483112,0.556098104468684,0.1083043976701145,0.3355974978612015,0.4128689788402097,0.680870910302777,0.04844302928848247,0.22666685067789352,0.23545927203021072,0.43908739441826317,1,0,17.994453454651648
5,A,0.6685770065186165,0.1249009583518073,0.31299989501194747,0.6042389375867786,0.11288157032359004,0.28287949208963137,0.4597715272767174,0.7225055079984527,0.05053521047533832,0.2359141167348837,0.19431476937356665,0.37910812029692603,1,0,-16.06533788318268
6,A,0.42712670206745396,0.10424604203677978,0.2806577542340469,0.5259983497436557,0.12837700338855046,0.3456246468677938,0.3830354527726444,0.6549344452043906,0.058624021032879524,0.26058212221660776,0.24543124918272152,0.4491032381574398,1,0,34.954654664435
7,A,0.5473829597234096,0.3704678458662159,0.27198128708842373,0.46005059292977335,0.3113614501961992,0.22858795687402744,0.29695288364956124,0.6124932786505677,0.1562804001470811,0.5055083794534141,0.15251367333760418,0.31284437840119156,1,0,35.91696112898666
8,A,0.5091661678184416,0.287868049737063,0.3189906773223151,0.45623190858496404,0.2579405271856218,0.2858275642294141,0.30005571716962415,0.60053896427246,0.12987745069901765,0.44911687645737974,0.19480083286725292,0.3813087925071665,1,0,-25.031745647753894
9,A,0.42074932817812216,0.1584554800804105,0.29554684265336256,0.4809928940854322,0.18114339071578398,0.3378637151987839,0.33441107820832405,0.6155738435447424,0.08658886248306738,0.3432817618758692,0.23938962289456328,0.43710421168723224,1,0,11.915853168473063
10,A,0.4402653067285741,0.2549007095138594,0.313325783326569,0.4365581424823975,0.2527543700630941,0.3106874874545083,0.2857090902825178,0.579964581033947,0.12747258149346416,0.4419243905364178,0.2133501542941861,0.41023719326600944,1,0,-15.048835070316102
11,A,0.6002801032182404,0.193216438261464,0.29561501466906165,0.5511649379067334,0.17740738969357864,0.27142767239968796,0.3968481190334374,0.6816875361639069,0.08382649846135545,0.340385790536085,0.1871759064040668,0.3619565002745017,1,0,5.52314553628446
12,A,0.41358223889979173,0.12935666843028104,0.2847908120853894,0.4996585590666734,0.15627887388365364,0.3440625670496729,0.35374486361763646,0.6317584089154751,0.07319667959576882,0.3055025770811376,0.24408738378280656,0.4451385205295814,1,0,28.22821791227119
13,A,0.5054448251622529,0.19166636829071448,0.2981050104236947,0.5078743927132572,0.1925876684323639,0.2995379388543789,0.3555287873191851,0.643012947919893,0.09221052509246934,0.3609204315320212,0.20901094431444558,0.39374611304498486,1,0,4.674661953645739
14,A,0.3714979073347291,0.1566551890811019,0.2882116703183954,0.4550636216465635,0.19189361847129074,0.35304275988214573,0.3109460942124218,0.5910345336388627,0.09255398358466999,0.35976587463201215,0.2510212960328083,0.45446338775507683,1,0,23.775774571162458
15,A,0.716868523802058,0.08118715136662247,0.2958732109251364,0.6553154715219562,0.0742161144098902,0.2704684140681535,0.5192162558774629,0.7635999399037854,0.03202459791645276,0.1657226368275843,0.18317483699789705,0.3682395062202099,1,0,8.05863352676704
16,A,0.48211640438543923,0.0786173578307588,0.3196682909254634,0.5476093594568936,0.08929710869053237,0.363093531852574,0.40756165652001114,0.6739481516396567,0.039186921538579465,0.1930900080511002,0.2573085981196748,0.4709749897705721,1,0,-16.975162615224917
17,A,0.6361700712878477,0.11444188032542818,0.29247057817440286,0.6098942826866646,0.10971507724199257,0.28039064007134296,0.46564004488037636,0.7270649533776243,0.04896283253168862,0.23053379694327106,0.19251258842279653,0.37659733524592065,1,0,12.256683191422667
18,A,0.5349952387087533,0.1707248273453231,0.27573220851156427,0.5451057097458204,0.17395122694160595,0.28094306331257374,0.39193987693844373,0.6752783400317623,0.08208645814281386,0.3347338203604645,0.19447414952414738,0.3730747650512789,1,0,35.72339375371348
19,A,0.4243349896743002,0.12474446817469115,0.3071261784502904,0.4955993883763413,0.14569451880025633,0.35870609282340227,0.3528215558198605,0.6274274529877781,0.0675999805858847,0.28906588963504204,0.2560924568750165,0.46160162789893416,1,0,-2.0408364536311296
20,A,0.45296026510924786,0.13407733099010496,0.2874916475790164,0.5179475339258475,0.15331371930589824,0.3287387467682544,0.37031537542426113,0.6490844717582509,0.07142743134630065,0.30103561486127556,0.23191377567505383,0.42836443134726904,1,0,22.948657569955003
21,A,0.4796835970091526,0.3209653606735122,0.2967664416812734,0.43710303070940787,0.29247389899899684,0.27042307029159535,0.2792036980530338,0.585115872351643,0.15089649798190802,0.49183101224515613,0.18251877687438398,0.36463044346996243,1,0,3.9277356356319046
22,A,0.39777228298839745,0.06000158657267117,0.2848136463433414,0.5356571103999019,0.08080069390823817,0.38354219569186,0.3976746606906223,0.662096823059864,0.03496563447967125,0.17809764350005394,0.2735391745208535,0.4938112957994657,1,0,33.48056728321262
23,A,0.5732926939055439,0.2188519459970946,0.306662072043568,0.5217411649134613,0.19917237819694786,0.2790864568895908,0.36688822644624364,0.6565880915495323,0.09592886913362157,0.3716889701901331,0.1932522513753841,0.37000897481471207,1,0,-9.247809150008322
24,A,0.4828160224160333,0.27473162363836656,0.2925843562146901,0.4597669829819305,0.261616275901254,0.27861674111681545,0.30187997601045746,0.6048604333728098,0.13189610896454265,0.45428567191830743,0.1892348100280877,0.3730263504313697,1,0,10.49131398237347
25,A,0.4732644005375301,0.16358418866580823,0.2912587736345455,0.5099241957206594,0.17625567387550414,0.3138201304038365,0.35996767465278057,0.643142232275292,0.08349900514057895,0.3363174712023264,0.22007201102407792,0.41103730125426224,1,0,15.87987374378315
26,A,0.5791453659905335,0.11389441206613402,0.28562021260326176,0.5917738249420053,0.11637791792155805,0.2918482571364367,0.44675687674551046,0.7120877467051794,0.052397841244893155,0.24168773200547586,0.20125898196103076,0.3892255816192113,1,0,23.081913018309876
27,A,0.4445716504530858,0.13606201878716132,0.30235216798524195,0.5034867284508381,0.1540930930610329,0.34242017848812895,0.3578309585115124,0.6352613173277842,0.07200643760709012,0.3020617464661632,0.24265898536397573,0.44374309126124484,1,0,3.0092951309117097
28,A,0.37006155397138035,0.12858248996175947,0.28597199862721373,0.4716466830881995,0.16387950664655032,0.36447381026525016,0.3286312345939371,0.6056737016522973,0.07732988658259722,0.3179179796706689,0.2608243534332226,0.4672125814573845,1,0,28.185653898680073
29,A,0.4809365597520272,0.16227413465263885,0.29521212264811647,0.5124945291318257,0.17292219637442124,0.31458327449375306,0.3627948757029365,0.645239783240231,0.08170230473734826,0.33129258966157016,0.2206920897476233,0.411857817857562,1,0,10.323370621365541
30,A,0.387848255700485,0.4240866705501546,0.2885060535027564,0.352448030231844,0.385378842075829,0.26217312769232687,0.20700409095222946,0.50462046192667,0.21451700477827845,0.5930420955459332,0.16893435598286075,0.3596021801536206,1,0,16.410057641923743
31,A,0.38249403822418027,0.1754838598254453,0.27676863005877594,0.4582157880799344,0.21022412662572545,0.3315600852943402,0.3114583074136541,0.5961617218858182,0.10281829492762763,0.3851336358376329,0.2326207727282623,0.4323890035308057,1,0,38.81355866976003
32,A,0.646576929829271,0.2552009131858615,0.2944023439431528,0.5405347261882203,0.21334654759229948,0.24611872621948014,0.3771887886171789,0.6767172272431375,0.10391985294258976,0.3934874420955389,0.16819646847524333,0.3309945962827297,1,0,4.334345008587036
33,A,0.49553122763528545,0.31300375697481314,0.3082266299245502,0.44372157959760444,0.2802780404529223,0.2760003799494732,0.28983947475684874,0.5899371148599852,0.13829483088835132,0.4679887138156705,0.18857255289404856,0.3693520576814379,1,0,-11.487922483721036
34,A,0.5136191920766132,0.06122042561001395,0.2781868388039651,0.6021140237428002,0.07176849574147895,0.3261174805157208,0.4643568988787593,0.7193496783265371,0.030730510770992866,0.15995182058024074,0.22609784688966977,0.4323166747709709,1,0,39.13361299617492
35,A,0.5962808769248572,0.23211918038522808,0.29212512780732847,0.5321441096055116,0.2071521314006928,0.26070375899379566,0.37101371762981944,0.6684544200790083,0.10006551546856819,0.3840179892755641,0.17918951135186398,0.34853275702858105,1,0,9.190644770045992
36,A,0.35502851325867274,0.05094254529493426,0.29730022071579215,0.5048244165857276,0.07243655015722592,0.4227390332570465,0.37010920595206276,0.6339316463505874,0.03106163832806001,0.1631661935784443,0.3061704583902263,0.5353126530156116,1,0,18.92432750895614
37,A,0.513276383172131,0.32845385622722784,0.31014984672395796,0.4455987991767237,0.2851458760196542,0.2692553248036222,0.28686337787031224,0.5931829363824453,0.14620279955493887,0.4835535096320893,0.18154573473917468,0.36297836200896405,1,0,-14.776739774465455
38,A,0.491937014177454,0.1311142163593364,0.2986566822521926,0.5337233274789936,0.1422513732822362,0.3240252992387703,0.38630885437717544,0.6624073968522715,0.06557101196408655,0.28346176690501956,0.2279994741998555,0.4243514529356382,1,0,6.713514313085739
39,A,0.6900424361361043,0.21589329367895993,0.3177813883970611,0.5638904824215173,0.17642418371525623,0.25968533386322645,0.40941584165654976,0.6930503056915479,0.08360624736372303,0.33950295852934953,0.17810918075257953,0.34854912056575565,1,0,-26.009903553890183
40,A,0.536508289225575,0.3106092809345151,0.27045482191518905,0.48006580426463874,0.2779321349892407,0.24200206074612063,0.3141883784178635,0.627038470757722,0.14143903112775272,0.47721530312881383,0.16170933665000825,0.3295315783691469,1,0,39.577812066130605
41,A,0.44280520230322334,0.14490246897398215,0.3055220427854982,0.49573496641664444,0.16222307284754095,0.3420419607358146,0.3494703762044215,0.6289637774987287,0.07634847371110891,0.3147094730612025,0.24251373421453323,0.442823225344695,1,0,-1.4921009331608843
