rep,scenario,path,occ,s2_family,s2_era,s2_unique,share_family,share_era,share_unique,bias_pp_family,bias_pp_era,era_boundary,ranking_ok,converged
16,C,lpm,d2,0.016761447626272307,0.029396203512203987,0.016214618853631988,0.2687323650140209,0.4713024476409689,0.25996518734501023,-6.126763498597909,14.130244764096888,0,0,1
16,C,glmm,d2,0.3820550415158028,0.8398179444362521,0.1950175164523955,0.269643307557965,0.5927190160503502,0.13763767639168484,-6.0356692442035005,26.271901605035016,0,0,1
17,C,lpm,d2,0.01089499310683748,0.021427549717571735,0.027643336411322647,0.1816865398405679,0.3573290342886143,0.4609844258708178,-14.831346015943211,2.7329034288614276,0,0,1
17,C,glmm,d2,6.149586716263151e-06,6.914400189259881e-13,1.6856305546522399,3.64822781848304e-06,4.1019516078814916e-13,0.9999963517717713,-32.99963517721815,-32.99999999995899,1,1,0
18,C,lpm,d2,0.024599713170587394,0.01528988785805489,0.020185375020838926,0.4094835285548121,0.25451342411624533,0.3360030473289426,7.948352855481211,-7.548657588375468,0,1,1
18,C,glmm,d2,0.49094140664508346,0.1977109277642395,0.2937807913121052,0.49971992371956253,0.20124619435959556,0.29903388192084196,16.97199237195625,-12.875380564040444,0,1,1
19,C,lpm,d2,0.025907196228314815,0.0030235949687512885,0.020160074768260063,0.5277396460395214,0.06159180347087201,0.4106685504896067,19.773964603952138,-26.8408196529128,0,1,1
19,C,glmm,d2,0.35567800328582877,6.914398896188353e-13,0.3980537283537411,0.4718893849829128,9.173554204944149e-13,0.5281106150161698,14.188938498291275,-32.99999999990826,1,1,0
20,C,lpm,d2,0.02580631763276432,0.0027134624671498126,0.030720760834779856,0.435619209845043,0.04580414736828786,0.5185766427866692,10.561920984504297,-28.419585263171214,0,1,1
20,C,glmm,d2,0.39746170421761956,6.914399611055151e-13,0.6910210589453404,0.36515204252055017,6.352328070826404e-13,0.6348479574788146,3.5152042520550153,-32.99999999993648,1,1,0
21,C,lpm,d2,0.015751510286462406,0.015502726205159138,0.017151586712100667,0.3254052765546435,0.32026572794586916,0.3543289954994874,-0.45947234453564967,-0.9734272054130855,0,1,1
21,C,glmm,d2,0.32021123354656084,0.2495314250036649,0.2750171601404806,0.3790559475743725,0.29538742194250406,0.3255566304831234,4.905594757437248,-3.4612578057495957,0,1,1
22,C,lpm,d2,0.027728848808648402,0.017270911664476134,0.02491145883720978,0.39662945493141333,0.2470406300283642,0.3563299150402223,6.662945493141331,-8.295936997163581,0,1,1
22,C,glmm,d2,0.44660653118310606,6.914400165457368e-13,1.0384093834465336,0.3007419158159534,4.656111828389791e-13,0.699258084183581,-2.925808418404663,-32.99999999995344,1,1,0
23,C,lpm,d2,0.007191941061246209,0.0141435502708513,0.019046263781865493,0.17809877359093332,0.3502460512411164,0.47165517516795036,-15.19012264090667,2.0246051241116394,0,0,1
23,C,glmm,d2,6.150712081909245e-06,6.914400919395632e-13,0.8672387408635028,7.092243657647739e-06,7.972835569925632e-13,0.9999929077555451,-32.999290775634236,-32.99999999992027,1,1,0
24,C,lpm,d2,0.0024568429944485707,0.02427776421377437,0.024802674914236905,0.047671178868353314,0.47107187678401397,0.4812569443476327,-28.23288211316467,14.107187678401395,0,0,1
24,C,glmm,d2,6.147450093809109e-06,6.914400001158975e-13,1.1718610024750074,5.245859220644926e-06,5.900327525689941e-13,0.9999947541401892,-32.99947541407794,-32.999999999941,1,1,0
25,C,lpm,d2,0.01867017209064774,0.015288203159509382,0.027136352874792182,0.3055938321300654,0.25023768218171555,0.4441684856882191,-2.44061678699346,-7.976231781828447,0,1,1
25,C,glmm,d2,0.36559054960506443,6.914400134027876e-13,0.9674893898303746,0.27424503121673477,5.186785825426604e-13,0.7257549687827467,-5.575496878326525,-32.99999999994813,1,1,0
26,C,lpm,d2,0.017672687991448312,0.01235404641848883,0.01582119655930642,0.3854631521606457,0.2694570105415742,0.3450798372977801,5.546315216064568,-6.054298945842579,0,1,1
26,C,glmm,d2,0.35471138540672886,0.2067603925115272,0.21055676041271085,0.45945372197454293,0.2678144424019847,0.27273183562347225,12.945372197454292,-6.21855575980153,0,1,1
27,C,lpm,d2,0.015971080681229703,0.019700874283792535,0.011683068101980294,0.3372626523406451,0.41602501715431134,0.24671233050504368,0.7262652340645104,8.602501715431131,0,0,1
27,C,glmm,d2,0.34279319381691176,0.3676353152279609,0.12616233973336693,0.4097501117990093,0.43944458126078817,0.15080530694020247,7.9750111799009265,10.944458126078816,0,0,1
28,C,lpm,d2,0.008323361140153146,0.019672733327085128,0.018097892349332727,0.1805736868298157,0.4267960895934627,0.3926302235767215,-14.942631317018432,9.67960895934627,0,0,1
28,C,glmm,d2,0.17074451886555936,0.28582683674228143,0.2889992349569193,0.22901187496709413,0.383366565633673,0.38762155939923293,-10.098812503290588,5.336656563367298,0,0,1
29,C,lpm,d2,0.0223558454596481,2.061153622438558e-09,0.02281376394812054,0.4949310993084242,4.563142244109581e-08,0.5050688550601534,16.49310993084242,-32.99999543685776,1,1,1
29,C,glmm,d2,0.3576348657611895,6.914395746683515e-13,0.43986521055623257,0.4484449298266062,8.670087880876193e-13,0.5515550701725268,11.84449298266062,-32.9999999999133,1,1,0
