rep,scenario,s2_family,s2_era,s2_unique,share_family,share_era,share_unique,ci_family_low,ci_family_high,ci_era_low,ci_era_high,ci_unique_low,ci_unique_high,converged,n_convergence_warnings,d_collinearity,d_se_inflation,d_profile_flat,d_non_convergence,detected,silent_ci_covers
36,A,0.3463745610862189,0.38644419159337506,0.1552836575121307,0.39001646331693113,0.43513471775169377,0.1748488189313751,8.75651076269627e-27,0.9999999999999927,8.756510762696269e-27,0.9999999999999923,6.568360226452782e-15,3.197055306032946e-14,1,0,1,1,1,0,1,0
37,A,2.061153622438558e-09,0.33618316728968145,0.21990720917486095,3.706508333956573e-09,0.6045477143139367,0.39545228197955484,6.579026108111223e-14,0.9999999999999728,8.623789954510684e-15,0.8667980137922636,1.007802137724163e-14,0.7397274699874753,1,0,1,1,1,0,1,1
38,A,0.465715624085323,0.6048323207653465,0.2659966488917597,0.3484475013147768,0.45253433637539076,0.19901816230983232,8.756510762696092e-27,0.9999999999999873,8.756510762696092e-27,0.9999999999999865,1.1329578969594503e-14,8.828161518381659e-14,1,0,1,1,1,0,1,0
39,A,0.013551273484693559,0.06719937825603921,0.29561006376480986,0.036006078547520436,0.17855045834359823,0.7854434631088814,8.756510762696041e-27,0.9999999999999865,8.75651076269605e-27,0.9999999999999852,1.2178889949610573e-14,6.191334650396734e-14,1,0,1,1,1,0,1,0
40,A,0.6459720944293893,2.061153622438558e-09,0.13443494199183456,0.8277374018634971,2.6411263876435442e-09,0.17226259549537656,2.0687179787204456e-14,0.9480024877063135,4.6096909373433583e-14,0.9999999999999658,6.753862806695224e-15,0.4520858795432303,1,0,1,1,1,0,1,1
41,A,0.39972171989817207,1.3490380825393018,0.2495782792187552,0.2000270742810853,0.6750800051917214,0.12489292052719322,8.756510762696121e-27,0.9999999999999881,8.756510762696127e-27,0.9999999999999872,1.0630487954524665e-14,1.4119346125150373e-06,1,0,1,1,1,0,1,0
42,A,2.061153622438558e-09,0.22168110111378542,0.1592251206125208,5.4111838917829064e-09,0.5819834050217049,0.4180165895671112,9.72470681959315e-14,0.9999999999999811,5.6511565688823166e-15,0.8572334499675159,7.231921768313698e-15,0.7656701055153572,1,0,1,1,1,0,1,1
43,A,0.716313607740284,0.11092245332640681,0.4439365011153743,0.5635061903087939,0.08725994929909431,0.34923386039211174,8.756510762695805e-27,0.9999999999999791,8.756510762695813e-27,0.9999999999999776,1.887758209630842e-14,1.1351102718315165e-13,1,0,1,1,1,0,1,0
44,A,2.061153622438558e-09,0.3194132005280251,0.1753425563277374,4.166002285553356e-09,0.6455977414538066,0.3544022543801911,7.011474409949364e-14,0.9999999999999766,7.928826163833319e-15,0.8916525337275547,8.264958805427265e-15,0.6808898276451352,1,0,1,1,1,0,1,1
45,A,0.2863286366894889,0.00010756256779695687,0.37387638662034145,0.4336258959973131,0.00016289643738047867,0.5662112075653064,1.5501945309371214e-15,0.9489304531555931,1.50911517441423e-14,0.9999999999999722,1.881866777277524e-14,0.8070232448583549,1,0,1,1,1,0,1,1
46,A,0.7728695085071743,0.8011829127335834,0.39709168563732733,0.3920918342856482,0.40645577862011506,0.2014523870942366,8.756510762695881e-27,0.9999999999999811,8.756510762695874e-27,0.9999999999999802,1.679702485449167e-14,8.202618255911892e-14,1,0,1,1,1,0,1,0
47,A,0.13197332560359773,0.033059677850408094,0.291522562234118,0.2890630090221036,0.07241107180586072,0.6385259191720357,8.756510762696047e-27,0.9999999999999867,8.756510762696061e-27,0.9999999999999852,1.2249067820466612e-14,6.107813372092584e-14,1,0,1,1,1,0,1,0
48,A,0.09309551390769119,0.11264329653539,0.14065946072521998,0.26875282487325053,0.3251843496662866,0.40606282546046296,8.756510762696295e-27,0.9999999999999934,8.756510762696296e-27,0.9999999999999929,5.954423673543996e-15,3.2372601340629303e-14,1,0,1,1,1,0,1,0
49,A,0.8369815577035198,0.13214077199270102,0.1411290422133332,0.7538667178262258,0.11901878739895473,0.1271144947748195,8.756510762696293e-27,0.9999999999999934,8.756510762696295e-27,0.9999999999999929,5.991332099547712e-15,2.929194925077276e-14,1,0,1,1,1,0,1,0
50,A,0.05627120952220407,0.1654046884937353,0.42085492205378167,0.08757744806093204,0.2574268553775945,0.6549956965614734,8.756510762695838e-27,0.9999999999999807,8.756510762695847e-27,0.999999999999979,1.7544129824337897e-14,8.804555331573512e-14,1,0,1,1,1,0,1,0
51,A,2.061153622438558e-09,0.46571307298535786,0.38463050673282523,2.4239068378991128e-09,0.547676354551718,0.45232364302437505,4.342711893397726e-14,0.999999999999957,1.1501629946428322e-14,0.8517031036810743,1.782783115077599e-14,0.7905872728783557,1,0,1,1,1,0,1,1
52,A,1.0151225706203004,0.915055952693467,0.3286707309825498,0.44939810334379054,0.40509828221296146,0.1455036144432481,8.756510762695992e-27,0.9999999999999842,8.756510762695995e-27,0.9999999999999833,1.39934092844095e-14,2.3367925160679252e-09,1,0,1,1,1,0,1,0
53,A,0.19400913281369797,2.061153622438558e-09,0.06338115147037707,0.7537546795898904,8.00789202928196e-09,0.2462453124022176,5.9777793103374944e-15,0.9181504544723954,1.4465907818878341e-13,0.9999999999999883,3.0336084562053044e-15,0.565346935416128,1,0,1,1,1,0,1,1
54,A,0.2057643409939266,0.14354241318273248,0.5279044641618448,0.2345664723527566,0.16363494923675428,0.601798578410489,8.756510762695669e-27,0.9999999999999755,8.756510762695689e-27,0.9999999999999735,2.240032505231976e-14,1.2801666209686558e-13,1,0,1,1,1,0,1,0
55,A,0.7656320571823674,1.3893519858906538,0.3520597048898713,0.30539238009088765,0.5541793943642095,0.1404282255449027,8.756510762695962e-27,0.9999999999999832,8.756510762695942e-27,0.9999999999999827,1.4946989679677606e-14,7.25662774507038e-14,1,0,1,1,1,0,1,0
56,A,0.30186731338332573,0.13753542071420288,0.3201457818097146,0.39742992983504166,0.18107522802532713,0.4214948421396311,8.756510762696006e-27,0.999999999999985,8.756510762696009e-27,0.9999999999999837,1.3614287661906825e-14,8.211365268127421e-14,1,0,1,1,1,0,1,0
57,A,0.09936020161040186,0.5002071787060115,0.18968990136932765,0.12589076327326706,0.6337694821613052,0.24033975456542775,8.756510762696219e-27,0.999999999999991,8.756510762696222e-27,0.9999999999999903,8.062612430553118e-15,9.740395292455282e-07,1,0,1,1,1,0,1,0
58,A,0.9902569847127172,0.15195045452341338,0.2593548321965241,0.7065379861434855,0.10841505769707402,0.18504695615944036,8.756510762696101e-27,0.9999999999999879,8.756510762696102e-27,0.999999999999987,1.093150636764776e-14,5.3861987880585984e-14,1,0,1,1,1,0,1,0
59,A,0.004342539122527574,0.7205806563826205,0.18691664858310125,0.004762392376996521,0.7902491441390463,0.2049884634839571,6.52867582537855e-21,0.9999999999999903,1.1933026798906004e-21,0.9999999888463097,8.758899747883356e-15,0.15917259487821814,1,0,1,1,1,0,1,0
60,A,0.6774901229287656,0.45830604967976996,0.20011039229263528,0.5071388529173714,0.3430674432786211,0.14979370380400764,8.7565107626962e-27,0.9999999999999903,8.756510762696204e-27,0.9999999999999898,8.557442960257984e-15,9.003265260113315e-06,1,0,1,1,1,0,1,0
61,A,0.2337606468655106,0.00015648726714474138,0.27356881962928997,0.4606248609102677,0.00030835782938368265,0.5390667812603487,1.1818079505330208e-15,0.9592439937154379,1.674118347204295e-14,0.9999999999999797,1.3748251735599878e-14,0.7724765630228875,1,0,1,1,1,0,1,1
62,A,0.001269999520962111,0.4553825509579312,0.2703923344163516,0.0017467965834669162,0.6263472316754477,0.3719059717410853,8.756510762696088e-27,0.9999999999999876,8.756510762696091e-27,0.9999999999999861,1.145185668775864e-14,1.7881723296609489e-09,1,0,1,1,1,0,1,0
63,A,0.10629939594285177,0.007909663426837871,0.31069152280305595,0.25017474770047543,0.018615327346438313,0.7312099249530862,8.75651076269603e-27,0.9999999999999852,8.756510762696041e-27,0.9999999999999842,1.3222719556116312e-14,4.6129636473954695e-05,1,0,1,1,1,0,1,0
64,A,0.1925853444755632,1.5265823356788314e-07,0.3819454888111978,0.335204452304338,2.657093129916906e-07,0.6647952819863491,3.265587139161561e-15,0.7875743222996521,6.484782883335334e-14,0.9999999999999664,1.9435296767038357e-14,0.9420792762212966,1,0,1,1,1,0,1,1
65,A,0.5890391174377115,0.6607389681321308,0.21294042158841228,0.40270162341904525,0.45171983871032273,0.145578537870632,8.756510762696179e-27,0.9999999999999899,8.756510762696174e-27,0.9999999999999895,9.023568185302095e-15,4.398677103007857e-14,1,0,1,1,1,0,1,0
66,A,0.016375084302391367,0.0011749969713738342,0.26642506982473146,0.0576637929024701,0.004137675310070658,0.9381985317874592,8.756510762696087e-27,0.9999999999999879,8.756510762696102e-27,0.9999999999999865,1.0964696414879867e-14,5.5542100780401334e-14,1,0,1,1,1,0,1,0
67,A,0.04788038897588417,0.019590467434371844,0.7166152472212576,0.061065218161787324,0.024985097100481853,0.9139496847377307,8.756510762695368e-27,0.9999999999999671,8.756510762695396e-27,0.999999999999964,2.976154226821072e-14,2.096005591231465e-13,1,0,1,1,1,0,1,0
68,A,0.2706196629011656,2.827841355217693e-05,0.14419161259202581,0.6523477820584128,6.816711011731042e-05,0.34758405083146976,2.5388952897357975e-23,0.9999999997610305,1.7814085377061358e-22,0.9999999999999923,7.28842405837213e-15,0.2196709619812408,1,0,1,1,1,0,1,0
69,A,0.9734122854326196,0.5224304900303841,0.3020999313680771,0.5414033949659516,0.2905712668404106,0.1680253381936379,8.756510762696038e-27,0.9999999999999858,8.756510762696026e-27,0.999999999999985,1.2827313115949196e-14,6.231719142031972e-14,1,0,1,1,1,0,1,0
70,A,0.5921586860612214,0.1471897647001403,0.3155723277366716,0.5613300051823041,0.13952684192049472,0.2991431528972011,8.756510762696008e-27,0.9999999999999853,8.75651076269601e-27,0.9999999999999841,1.3297047948576724e-14,6.529251588641984e-14,1,0,1,1,1,0,1,0
71,A,0.28993825537389745,2.061153622438558e-09,0.5416965782324765,0.34863649637905436,2.4784358880110327e-09,0.6513635011425097,5.065418589545149e-15,0.776197459435432,4.461328081359649e-14,0.9999999999999558,2.5324402622400714e-14,0.9339373049439355,1,0,1,1,1,0,1,1
72,A,0.7828215793938499,0.005462329815361599,0.1699410206531487,0.8169497108641232,0.0057004672338740025,0.1773498219020028,8.756510762696246e-27,0.999999999999992,8.756510762696247e-27,0.9999999999999915,7.220588886474534e-15,4.1106976881981375e-14,1,0,1,1,1,0,1,0
73,A,0.0020363699793578124,0.6521165572510218,0.2636169328868475,0.0022188242040305246,0.7105447515651981,0.28723642423077134,1.3984772806892735e-17,0.9999999999999852,4.458641141106025e-18,0.9999612483537367,1.224580503554747e-14,0.3161205797108122,1,0,1,1,1,0,1,1
74,A,0.01818989674106455,7.710669817480882e-05,0.2502472774936465,0.06774275348733144,0.0002871605111911398,0.9319700860014773,3.3464495685452443e-21,0.999992258633322,3.6677718110806734e-18,0.9999999999999863,1.266791128900423e-14,0.9990583256352066,1,0,1,1,1,0,1,1
75,A,0.3411274276716348,0.0118942341776487,0.5079340173598565,0.3962194987609455,0.013815152701675134,0.5899653485373795,8.756510762695716e-27,0.999999999999976,8.756510762695747e-27,0.9999999999999745,2.1713336263349035e-14,0.00015988845950816195,1,0,1,1,1,0,1,0
76,A,2.061153622438558e-09,0.5326985115421747,0.2418671145187649,2.661044523026088e-09,0.6877383816187188,0.3122616157202368,4.630113085020936e-14,0.9999999999999635,1.5067863066052115e-14,0.898387275297007,1.1282450822417028e-14,0.6448904644256861,1,0,1,1,1,0,1,1
77,A,0.5129024280578959,0.12272268167241882,0.10794883422086554,0.6897799905849993,0.16504435459410913,0.1451756548208916,8.756510762696346e-27,0.9999999999999949,8.756510762696346e-27,0.9999999999999946,4.602690415417804e-15,1.501923367594894e-09,1,0,1,1,1,0,1,0
78,A,0.04415252113932046,2.061153622438558e-09,0.36390706345208285,0.10820116126058374,5.0511094209227115e-09,0.8917988336883068,6.240762040198612e-17,0.910504693560387,3.071820412500733e-14,0.999999999999976,1.6851832726407517e-14,0.9988011280370775,1,0,1,1,1,0,1,1
79,A,0.004846954241617729,0.46009624604917065,0.3309326245278095,0.00609008854204421,0.5781005424483641,0.41580936900959165,8.756510762696293e-27,0.9999999999999842,8.756510762696247e-27,0.9999999999999627,1.525200972171832e-14,0.2314214448712221,1,0,1,1,1,0,1,0
80,A,0.014186338786903806,0.0016638381638225416,0.3056909594319227,0.04411982537133724,0.005174573252246319,0.9507056013764165,8.756510762696031e-27,0.9999999999999858,8.756510762696048e-27,0.9999999999999845,1.2810977497477558e-14,1.7991101668950413e-05,1,0,1,1,1,0,1,0
81,A,0.8600773455366496,1.0090106869803126,0.3798359487989127,0.3824394922559397,0.44866375891902194,0.1688967488250384,8.756510762695909e-27,0.9999999999999819,8.756510762695913e-27,0.9999999999999807,1.6179714226318503e-14,1.0730287336191905e-12,1,0,1,1,1,0,1,0
82,A,1.685511455922961,0.9729824103914374,0.37431041810962923,0.5557600484078264,0.3208193866608905,0.12342056493128309,8.756510762695923e-27,0.9999999999999819,8.756510762695929e-27,0.999999999999981,1.599141497312712e-14,2.2743887951200333e-05,1,0,1,1,1,0,1,0
83,A,0.03866173032623428,2.39190612317882e-06,0.2955437832103097,0.11568167507894762,7.156940587658084e-06,0.8843111679804646,6.210668691175255e-17,0.9141213678325275,3.5260650572388697e-14,0.9999999999999796,1.4737060922359465e-14,0.9982444984908073,1,0,1,1,1,0,1,1
84,A,0.5195075414980662,0.3073955414107569,0.3027963292842365,0.45986351403826803,0.2721038340756653,0.2680326518860667,8.756510762696025e-27,0.9999999999999859,8.756510762696035e-27,0.9999999999999847,1.2753354694324035e-14,6.24797164766881e-14,1,0,1,1,1,0,1,0
85,A,0.016008175908026015,6.58055825454306e-05,0.5165290669071713,0.03005648570015556,0.00012355464870769504,0.9698199596511367,2.803357450883922e-26,0.9999999998606922,3.211932429165443e-23,0.9999999999999711,2.5699954186885007e-14,0.9999980843693368,1,0,1,1,1,0,1,1
86,A,0.04434354617561578,0.22819228718513287,0.4132203731741292,0.06466371832007685,0.3327600756808125,0.6025762059991105,8.756510762695846e-27,0.999999999999981,8.756510762695869e-27,0.9999999999999791,1.7384123783582842e-14,8.636535636785385e-14,1,0,1,1,1,0,1,0
87,A,0.5104412659489881,0.4154025519676851,0.28611866346273473,0.4211691977197379,0.3427519897273472,0.23607881255291477,8.75651076269606e-27,0.9999999999999867,8.756510762696061e-27,0.9999999999999856,1.2170305953352591e-14,7.458623986048645e-14,1,0,1,1,1,0,1,0
88,A,0.14731395120226445,0.17720068796864302,0.2964389933738792,0.23723824691796025,0.2853686308950972,0.47739312218694263,8.75651076269604e-27,0.9999999999999863,8.756510762696047e-27,0.999999999999985,1.2550820471582273e-14,6.156458199808292e-14,1,0,1,1,1,0,1,0
89,A,1.1164842745945887,0.10073884830064016,0.3519004081755246,0.7115337017683442,0.0642007122485105,0.22426558598314528,8.756510762695978e-27,0.9999999999999825,8.75651076269599e-27,0.9999999999999821,1.5273673703147096e-14,0.0017279865084834417,1,0,1,1,1,0,1,0
90,A,0.5692174644379724,0.0904597669761741,0.09922612379997757,0.7500526391497744,0.11919800637941698,0.13074935447080874,8.75651076269636e-27,0.9999999999999952,8.756510762696362e-27,0.9999999999999951,4.225000700198859e-15,7.121985056230617e-13,1,0,1,1,1,0,1,0
91,A,0.30186085019317205,0.10203070160146323,0.4324693718620108,0.3609217523858108,0.12199362585637755,0.5170846217578117,8.756510762695824e-27,0.9999999999999799,8.756510762695838e-27,0.9999999999999782,1.839917667668525e-14,3.244747334999058e-12,1,0,1,1,1,0,1,0
92,A,1.1317583039670651,0.10947200021591177,0.13711205437569496,0.8211010108914748,0.07942293838403566,0.09947605072448952,8.756510762696296e-27,0.9999999999999936,8.756510762696302e-27,0.999999999999993,5.808610055843071e-15,2.8546166973973173e-14,1,0,1,1,1,0,1,0
93,A,0.26746365282681017,6.458374698052853e-06,0.547667871939293,0.32812070883539035,7.923044725713977e-06,0.6718713681198839,1.808702123278386e-16,0.9899096636520508,1.838577383529001e-15,0.9999999999999669,2.7209785266510345e-14,0.8526040651876065,1,0,1,1,1,0,1,1
94,A,0.012752734146956912,0.40161604889170327,0.2036981663564049,0.02063325689787925,0.6497937630944126,0.329572980007708,8.756510762696183e-27,0.9999999999999907,8.756510762696201e-27,0.9999999999999895,8.591884560818189e-15,4.3549971896521884e-14,1,0,1,1,1,0,1,0
95,A,0.13205526327422332,1.1799791479873307,0.2644264995004634,0.08376691256517833,0.7484988304701837,0.16773425696463795,8.756510762696095e-27,0.9999999999999876,8.756510762696101e-27,0.9999999999999865,1.1212100757501549e-14,6.789534293302017e-08,1,0,1,1,1,0,1,0
96,A,2.061153622438558e-09,2.061153622438558e-09,0.2573453332085948,8.00929072123917e-09,8.00929072123917e-09,0.9999999839814186,1.7175341455125813e-13,0.49999999999999717,1.748621295730433e-13,0.49999999999999717,6.767549545783999e-15,0.9999999999995881,1,0,1,1,1,0,1,0
97,A,0.028462053346806186,0.7868004550768914,0.16516733806928205,0.029030178394319196,0.8025056131158134,0.16846420848986743,8.756510762696253e-27,0.9999999999999923,8.756510762696255e-27,0.9999999999999918,6.956192823062606e-15,3.496933257624258e-14,1,0,1,1,1,0,1,0
98,A,0.1949896317131253,0.8616458200523401,0.22931784357429869,0.15163041489901602,0.6700444123242307,0.17832517277675328,8.756510762696157e-27,0.9999999999999892,8.75651076269616e-27,0.9999999999999883,9.780848415333317e-15,7.509496449109567e-06,1,0,1,1,1,0,1,0
99,A,0.21063914568234696,0.15758844667378505,0.32808716298167195,0.3025056471482632,0.22631783322950552,0.4711765196222313,8.756510762695995e-27,0.9999999999999848,8.756510762695996e-27,0.9999999999999833,1.3952392764180082e-14,1.550542842062959e-13,1,0,1,1,1,0,1,0
0,B,0.18177635438659398,0.0011147317843135222,0.5268124742124545,0.25612997388431236,0.0015707005664609818,0.7422993255492267,8.756510762695714e-27,0.9999999999999739,8.75651076269575e-27,0.9999999999999734,2.2744917615086906e-14,0.02150783810102826,1,0,1,1,1,0,1,0
1,B,0.5827175343414804,0.7006812954631076,0.2024660749899973,0.39217396713602215,0.4715646040243301,0.13626142883964767,8.756510762696196e-27,0.9999999999999905,8.756510762696197e-27,0.9999999999999898,8.616319637064523e-15,1.377827459192786e-11,1,0,1,1,1,0,1,0
2,B,0.40695644280889065,0.32987871167617483,0.22345797161941358,0.42378356331649314,0.34351876808111637,0.2326976686023904,8.75651076269616e-27,0.9999999999999895,8.756510762696161e-27,0.9999999999999887,9.519514958526677e-15,2.1033102415345254e-12,1,0,1,1,1,0,1,0
3,B,0.0009490099284941928,0.08212538948968401,0.09275767751337975,0.005397251429064287,0.467067163869372,0.5275355847015637,8.756510762696372e-27,0.9999999999999958,8.756510762696372e-27,0.9999999999999954,3.902751206028351e-15,2.0522662116191882e-14,1,0,1,1,1,0,1,0
4,B,2.061153622438558e-09,2.061153622438558e-09,0.37602567258329794,5.481417227931109e-09,5.481417227931109e-09,0.9999999890371656,8.756510762695993e-27,0.9999999999999796,8.756510762696002e-27,0.999999999999978,1.3646202767443729e-14,0.9999999999996072,1,0,1,1,1,0,1,1
5,B,0.6690564664222277,0.6583551890276571,0.09610509646407378,0.4700025240466348,0.46248503092252335,0.06751244503084194,8.756510762696366e-27,0.9999999999999954,8.756510762696368e-27,0.9999999999999951,4.117392348903964e-15,8.061895180540622e-06,1,0,1,1,1,0,1,0
6,B,0.01987469344905868,0.5480313484793995,0.3983638507521425,0.02056847015477511,0.5671617760531328,0.41226975379209213,8.756510762695877e-27,0.9999999999999817,8.756510762695884e-27,0.9999999999999799,1.687607854837378e-14,8.491890608193855e-14,1,0,1,1,1,0,1,0
7,B,0.6241449741644044,0.07008566753039193,0.3668323916169368,0.5882261039821135,0.06605231294473081,0.3457215830731556,8.75651076269594e-27,0.9999999999999827,8.756510762695942e-27,0.9999999999999813,1.5692246432502947e-14,3.478465136822104e-06,1,0,1,1,1,0,1,0
8,B,0.012540000146258973,0.798730786355895,0.3101192708990879,0.011182549785861055,0.7122684752590981,0.2765489749550409,8.756510762696062e-27,0.9999999999999853,8.756510762696075e-27,0.9999999999999828,1.3448246835225901e-14,0.006184495666789853,1,0,1,1,1,0,1,0
9,B,0.016731361744992884,0.08694282976498922,0.29411481358401315,0.04206089542630611,0.21856519072075692,0.7393739138529369,8.756510762696048e-27,0.9999999999999867,8.756510762696061e-27,0.999999999999985,1.2211346548205456e-14,1.7366117116209076e-09,1,0,1,1,1,0,1,0
10,B,0.09471760288268308,0.42823993777667896,0.3385492637383075,0.10994411465955369,0.4970824787345549,0.39297340660589136,8.756510762695976e-27,0.9999999999999845,8.756510762695979e-27,0.9999999999999828,1.433031619472708e-14,7.665726206868809e-14,1,0,1,1,1,0,1,0
11,B,0.055977822211209075,0.0005574989380157054,0.48716960862910463,0.1029562528227056,0.0010253703939064886,0.8960183767833879,8.756510762696217e-27,0.9999999999990262,1.8932681028099378e-25,0.9999999999999749,2.4386210011512032e-14,0.9313665608610228,1,0,1,1,1,0,1,1
12,B,0.0013696257675167589,0.08695018074331042,0.31844216504557865,0.003367143104052028,0.2137618234335188,0.7828710334624293,8.756510762696203e-27,0.9999999999999848,8.756510762696157e-27,0.9999999999999745,1.4415647374072346e-14,0.5823953451045497,1,0,1,1,1,0,1,1
13,B,0.15952562328254213,0.04930814965465484,0.19199178427255464,0.3979926439647224,0.12301648127904163,0.47899087475623603,8.756510762696207e-27,0.9999999999999912,8.756510762696214e-27,0.9999999999999903,8.076436791268097e-15,3.987589573312346e-14,1,0,1,1,1,0,1,0
14,B,0.05945230939157001,0.6350647734870541,0.30871283086861084,0.05926090179020429,0.6330201729282362,0.3077189252815596,8.756510762696032e-27,0.9999999999999858,8.756510762696034e-27,0.9999999999999841,1.3083205079799541e-14,4.2653844376697083e-07,1,0,1,1,1,0,1,0
15,B,0.014858381496804629,0.021663990495330257,0.3804341204671158,0.035635328302884614,0.05195743653625321,0.9124072351608622,8.75651076269591e-27,0.9999999999999827,8.756510762695922e-27,0.9999999999999808,1.583276320379606e-14,1.0490437416182586e-13,1,0,1,1,1,0,1,0
16,B,0.15721572591768537,0.06507300299773747,0.25521004481397735,0.32924843908977225,0.1362788902880293,0.5344726706221984,8.75651076269611e-27,0.9999999999999881,8.756510762696118e-27,0.9999999999999872,1.083913556511344e-14,2.147408303027765e-12,1,0,1,1,1,0,1,0
17,B,0.004496913336778609,0.16616745010222236,0.3324838206725919,0.008937552551677781,0.33025549003147786,0.6608069574168444,8.756510762696072e-27,0.9999999999999845,8.756510762696064e-27,0.9999999999999801,1.480743524072986e-14,0.1782211976485105,1,0,1,1,1,0,1,0
18,B,0.5937362135258784,8.726229562396146e-09,0.14467331716157095,0.8040744083524763,1.1817601339935364e-08,0.19592557982992237,1.8788900908210935e-14,0.9358339311203129,5.001025364563898e-14,0.9999999999999677,6.937717742076856e-15,0.4846780837568238,1,0,1,1,1,0,1,1
