rep,scenario,s2_family,s2_era,s2_unique,share_family,share_era,share_unique,ci_family_low,ci_family_high,ci_era_low,ci_era_high,ci_unique_low,ci_unique_high,converged,n_convergence_warnings,d_collinearity,d_se_inflation,d_profile_flat,d_non_convergence,detected,silent_ci_covers
21,A,0.2136529487229707,0.4936972300211035,0.13797107719871243,0.2527476355538743,0.5840350358521189,0.16321732859400695,8.756510762696299e-27,0.9999999999999934,8.7565107626963e-27,0.999999999999993,5.876542586947648e-15,1.296601481680897e-07,1,0,1,1,1,0,1,0
22,A,0.5895555719920559,0.5045167551552502,0.3599946587441958,0.40545282831698015,0.34696940378295316,0.2475777679000667,8.756510762695935e-27,0.9999999999999832,8.756510762695942e-27,0.9999999999999817,1.5196250701549885e-14,7.422605309280473e-14,1,0,1,1,1,0,1,0
23,A,0.6825528622333779,0.1476447866252615,0.1405643593003749,0.7031103983228537,0.15209164077739307,0.14479796089975325,8.756510762696293e-27,0.9999999999999934,8.756510762696295e-27,0.999999999999993,5.956962485078606e-15,2.910581315773322e-14,1,0,1,1,1,0,1,0
24,A,0.21532401788441055,1.6431686055239345e-06,0.28882839031644125,0.4270996480133717,3.259258952815153e-06,0.5728970927276754,4.5975631196644185e-15,0.8117160319104127,7.598427151114317e-14,0.9999999999999715,1.46142744911684e-14,0.8925247992524593,1,0,1,1,1,0,1,1
25,A,0.6100497429717576,0.14928458322127364,0.3808050222476044,0.535065949443917,0.130935383841852,0.33399866671423106,8.756510762695896e-27,0.9999999999999825,8.756510762695912e-27,0.9999999999999807,1.605408520536722e-14,7.888551212131458e-14,1,0,1,1,1,0,1,0
26,A,0.26603223948953164,0.043632401609283195,0.2775779204927928,0.4530193430947896,0.07430047558376215,0.4726801813214481,8.756510762696078e-27,0.9999999999999868,8.756510762696082e-27,0.9999999999999859,1.1886330771128327e-14,3.3789754913814226e-06,1,0,1,1,1,0,1,0
27,A,0.6578829459324018,0.7003808393301141,0.20036478200615784,0.42209090719110187,0.4493571169155811,0.12855197589331704,8.756510762696199e-27,0.9999999999999903,8.7565107626962e-27,0.9999999999999898,8.557503464188312e-15,3.5101298397272405e-07,1,0,1,1,1,0,1,0
28,A,0.0005020967697261986,0.5731126185644777,0.27650863277312165,0.0005906163744873531,0.6741523095918122,0.3252570740337004,5.8531800128874835e-15,0.9999999999999777,1.846292442773634e-15,0.985054264019457,1.2916578728781231e-14,0.5083322870713983,1,0,1,1,1,0,1,1
29,A,0.04466071224055264,0.38908092981925047,0.21943087216585141,0.06837506365909864,0.5956786627503938,0.33594627359050755,8.756510762696176e-27,0.9999999999999898,8.756510762696177e-27,0.9999999999999887,9.382143040189643e-15,1.824227537507303e-05,1,0,1,1,1,0,1,0
30,A,0.10906006895068743,0.7187147966594438,0.1887302042398095,0.10728925234655955,0.7070449700418537,0.1856657776115867,8.756510762696217e-27,0.9999999999999912,8.75651076269622e-27,0.9999999999999903,7.996187966785493e-15,2.617832603216105e-08,1,0,1,1,1,0,1,0
31,A,0.02496170374914327,2.061153622438558e-09,0.5140331131095335,0.04631158384633017,3.824069453152076e-09,0.9536884123296004,2.938976774000356e-19,0.9983165444407712,4.055640577862113e-16,0.9999999999999647,2.5865390678870668e-14,0.9999975830461055,1,0,1,1,1,0,1,1
32,A,0.6407516891494621,0.03841923957132122,0.34498699050842735,0.6256375868593554,0.03751300346360241,0.3368494096770421,8.756510762695979e-27,0.9999999999999836,8.75651076269599e-27,0.9999999999999825,1.4803158963929234e-14,0.00015821445863401705,1,0,1,1,1,0,1,0
33,A,0.08893399954843068,1.1727225834597839,0.2310013174456531,0.05958096595434815,0.7856606547978595,0.15475837924779234,8.756510762696164e-27,0.999999999999989,8.756510762696174e-27,0.9999999999999878,9.950944907230721e-15,0.0011384895868697103,1,0,1,1,1,0,1,0
34,A,0.2168882444252264,0.7628378422976391,0.7149057286700453,0.1279854670820868,0.4501496049870694,0.4218649279308438,8.756510762695375e-27,0.9999999999999667,8.756510762695384e-27,0.9999999999999635,3.0395754327585216e-14,1.87664667969865e-08,1,0,1,1,1,0,1,0
35,A,0.08673425677293198,2.061153622438558e-09,0.47367197895309365,0.1547703271744636,3.6779633834506048e-09,0.845229669147573,3.7230297408579764e-16,0.8366701493307759,4.266516490080225e-14,0.9999999999999677,2.199886758512795e-14,0.9943787508857824,1,0,1,1,1,0,1,1
